 , date , ws , wd , rh , pres , solar , temp_mean , temp_max , temp_min , precip_sum , casos_total , poblacio_total , incidencia_1000 , no , no2 , nox , o3 , so2 
 17 ,2011-10-03,2.66458333333333,256.041666666667,59.8125,NA,203.666666666667,21.5270833333333,29.6,16.3,0,33,10172,3.2441997640582,11.43,66.35,83.52,NA,4.48
 18 ,2011-10-04,2.9125,268.229166666667,61.8333333333333,NA,200.770833333333,21.0354166666667,28.9,15.8,0,30,10645,2.81822451855331,11,59.71,77.25,NA,6.71
 19 ,2011-10-05,3.19166666666667,241.145833333333,61.625,NA,201.5625,21.5791666666667,28.7,15.8,0,20,8444,2.36854571293226,12.96,56.29,76.04,NA,2.46
 20 ,2011-10-06,2.31875,262.375,78.1875,NA,185.479166666667,21.0979166666667,27,17,0,28,7846,3.56869742543971,8.33,37.42,49.75,NA,1.71
 21 ,2011-10-07,3.12916666666667,226.770833333333,71.8541666666667,NA,118.5,20.0479166666667,23.9,16.9,0,28,9730,2.87769784172662,2.92,25.83,30,NA,2.04
 22 ,2011-10-08,2.91041666666667,231.25,56.2916666666667,NA,185.958333333333,18.3708333333333,23.6,12.8,0,8,3992,2.00400801603206,5.67,31.92,40.42,NA,2.04
 23 ,2011-10-09,2.67916666666667,282.979166666667,59.7291666666667,NA,195.791666666667,18.36875,24.8,14.4,0,12,6413,1.87119912677374,11.08,42.33,59.17,NA,3.21
 24 ,2011-10-10,3.63125,270.395833333333,58.2083333333333,NA,193.229166666667,21.3229166666667,28.3,15.7,0,38,11651,3.26152261608446,26.21,57.33,97,NA,4.75
 25 ,2011-10-11,2.99166666666667,274.6875,55.6041666666667,NA,190.625,21.6270833333333,28.5,17,0,30,9074,3.3061494379546,10.04,49.5,64.71,NA,4.21
 26 ,2011-10-12,3.08333333333333,273.375,57.2291666666667,NA,189.916666666667,21.6020833333333,29.6,16.5,0,7,2201,3.18037255792821,23.83,47.12,83.21,NA,3.5
 27 ,2011-10-13,2.48125,209.979166666667,69.7916666666667,NA,160.3125,20.8833333333333,26.5,16.2,0,28,10006,2.79832100739556,23.25,40.54,75.75,NA,3.21
 28 ,2011-10-14,2.36458333333333,208.3125,66.7291666666667,NA,164.270833333333,20.0020833333333,24.9,16,0,33,10091,3.27024080864136,3.29,32.17,37,NA,1.88
 29 ,2011-10-15,2.59791666666667,197.354166666667,65.6666666666667,NA,143.75,18.38125,22.5,13.2,0,3,2137,1.40383715489003,4.96,42.17,49.42,NA,2.46
 30 ,2011-10-16,2.23125,267.729166666667,69.125,NA,156.4375,18.45625,23.5,13.8,0,2,916,2.18340611353712,19.83,57.04,86.96,NA,2.62
 31 ,2011-10-17,2.2875,263.666666666667,78.7083333333333,NA,97.2916666666667,17.73125,23.5,14.2,0.3,26,11224,2.31646471846044,25.42,54.79,93.42,NA,2.96
 32 ,2011-10-18,3.32083333333333,277.125,75.2083333333333,NA,172.458333333333,17.84375,24.3,13.5,0,27,13318,2.02733143114582,22.25,50.88,84.42,NA,2.88
 33 ,2011-10-19,3.78958333333333,243.729166666667,74.5416666666667,NA,156.0625,18.3604166666667,23.4,13.4,0.1,25,13078,1.91160727940052,18,44.67,71.96,NA,2.71
 34 ,2011-10-20,2.55416666666667,252.583333333333,65.2083333333333,NA,103.208333333333,15.3666666666667,20.3,10.8,0,27,7667,3.52158601799922,14.08,42.79,63.96,NA,3.67
 35 ,2011-10-21,2.73958333333333,213.416666666667,63.1875,NA,66.7291666666667,14.4229166666667,17.8,9.7,0,17,5515,3.08250226654578,5.88,36.04,44.67,NA,1.54
 36 ,2011-10-22,2.22708333333333,192.270833333333,75.8333333333333,NA,101.375,16.5875,20.8,12.8,0,7,2125,3.29411764705882,12.38,45.71,64.04,NA,1.79
 37 ,2011-10-23,2.12708333333333,299.979166666667,86.625,NA,51.3333333333333,15.5833333333333,19.5,13.1,3.6,2,1086,1.84162062615101,41.04,58.33,120.92,NA,2.38
 38 ,2011-10-24,1.82916666666667,232.145833333333,92.5833333333333,NA,64.5208333333333,16.6145833333333,20.8,14.2,46.4,30,12163,2.46649675244594,15.62,42.92,66.29,NA,1.29
 39 ,2011-10-25,3.07083333333333,307.1875,63.7708333333333,NA,164.375,16.4395833333333,21.2,11.3,0.3,23,8635,2.6635784597568,32.21,55.46,104.5,NA,3.29
 40 ,2011-10-26,2.68541666666667,279.104166666667,62.0625,NA,149.791666666667,14.5979166666667,20.8,9,0,30,10223,2.93455932700773,66.38,67.88,169.12,NA,3.29
 41 ,2011-10-27,1.98958333333333,285.875,85.6875,NA,24.4791666666667,16.3541666666667,21.2,14.1,15.9,34,13570,2.50552689756816,30.42,58.67,104.79,NA,2.67
 42 ,2011-10-28,2.51875,230.416666666667,90.7916666666667,NA,49.0833333333333,17.075,19.6,15.1,33.3,21,7526,2.79032686686155,10.79,35.58,51.71,NA,1.75
 43 ,2011-10-29,2.8,186.854166666667,83.625,NA,69.0416666666667,18.2333333333333,22,15.5,0,NA,NA,NA,9.88,31.67,46.38,NA,2.08
 44 ,2011-10-30,2.17083333333333,273.229166666667,81.4375,NA,134.104166666667,17.6645833333333,23.3,14,0,9,5334,1.68728908886389,38.92,43.25,102.46,NA,3.46
 45 ,2011-10-31,2.08541666666667,278.354166666667,87.2708333333333,NA,92.2708333333333,16.2916666666667,20.8,12.8,0,24,4330,5.54272517321016,28.58,38.33,81.62,NA,1.83
 46 ,2011-11-01,1.85208333333333,253.583333333333,90.5208333333333,NA,84.6875,17.825,22.3,14.2,0,10,3986,2.50878073256397,11.33,29.71,46.58,NA,1.12
 47 ,2011-11-02,3.06458333333333,224.020833333333,87.1875,NA,122.895833333333,19.2770833333333,22.2,16.1,33.8,37,14057,2.63214057053425,37.38,42.62,99.5,NA,2.38
 48 ,2011-11-03,2.70416666666667,237.6875,89.3541666666667,NA,50.375,18.7708333333333,21.8,15.9,0.2,18,8478,2.12314225053079,18.42,35.46,63.21,NA,1.54
 49 ,2011-11-04,2.73958333333333,212.0625,91.7708333333333,NA,30.5625,16.3291666666667,19.2,14.4,23.7,22,7264,3.02863436123348,13.75,31.67,52.5,NA,1.38
 50 ,2011-11-05,1.96458333333333,248.6875,86.2083333333333,NA,74.3125,15.2395833333333,18.1,12.7,6.2,20,9302,2.15007525263384,7.42,31.71,42.67,NA,1.08
 51 ,2011-11-06,2.70833333333333,259.833333333333,88.6875,NA,27.625,13.6583333333333,16.6,11.6,23.6,5,2971,1.68293503870751,25.04,47.67,85.58,NA,1.79
 52 ,2011-11-07,2.50416666666667,295.4375,75.1666666666667,NA,86.0416666666667,15.81875,21,13.3,0.1,23,7101,3.23898042529221,24.5,39.88,76.88,NA,2
 53 ,2011-11-08,2.60625,276.875,77.7291666666667,NA,131.9375,15.50625,20.7,12.4,0,22,8595,2.55962769051774,52.67,52,132.33,NA,4.71
 54 ,2011-11-09,2.62083333333333,276.6875,80.625,NA,128.479166666667,14.34375,20.4,10.9,0,17,8322,2.04277817832252,41.36,55.32,118.41,NA,4.13
 55 ,2011-11-10,3.10416666666667,278.354166666667,81.875,NA,119.541666666667,14.6479166666667,20,11,0,9,4223,2.13118636040729,44.58,47.88,115.67,NA,4.17
 56 ,2011-11-11,2.39166666666667,271.833333333333,87.1875,NA,124.458333333333,15.6770833333333,21.3,11.7,0,14,4228,3.3112582781457,34.29,54.67,106.71,NA,5.25
 57 ,2011-11-12,1.75,219.520833333333,87.5208333333333,NA,102.645833333333,16.9625,20.9,14.3,0,NA,NA,NA,5.38,36.04,43.83,NA,2.54
 58 ,2011-11-13,2.36041666666667,190.5,87.125,NA,32.7708333333333,16.05,17.6,14.4,7.7,6,3693,1.6246953696182,21.92,64.25,97.46,NA,3.04
 59 ,2011-11-14,2.325,181.5,88.0625,NA,32.7708333333333,14.9916666666667,17.6,13.6,4.5,25,11784,2.12152070604209,5.12,43.38,50.75,NA,2.38
 60 ,2011-11-15,3.32916666666667,131.333333333333,90.625,NA,24.7291666666667,15.3104166666667,17.7,13.2,46.9,12,5662,2.11939244083363,15.79,52.04,75.58,NA,2.42
 61 ,2011-11-16,2.40208333333333,178.583333333333,84.3125,NA,26.9791666666667,14.9854166666667,16.4,13.1,14,15,6869,2.18372397728927,20.12,47.29,77.58,NA,3.33
 62 ,2011-11-17,1.69791666666667,194.083333333333,78.75,NA,71.7083333333333,15.24375,17.7,13.4,0.6,26,9439,2.75452908147049,67.17,52.21,154.58,NA,4.75
 63 ,2011-11-18,2.10833333333333,254.416666666667,86.8958333333333,NA,66.0625,13.1458333333333,17.1,10.8,0,17,7585,2.2412656558998,26,39.92,79.38,NA,3.67
 64 ,2011-11-19,2.66041666666667,238.375,86.4583333333333,NA,51.75,13.4083333333333,17.1,9.8,0.6,7,3924,1.78389398572885,4,34.67,40.38,NA,2.58
 65 ,2011-11-20,2.86875,154.9375,85.0416666666667,NA,98.3541666666667,16.5,19.4,14.1,0.1,8,3734,2.14247455811462,17.33,44.46,70.79,NA,2.79
 66 ,2011-11-21,3.06458333333333,145.229166666667,82.1041666666667,NA,59.6458333333333,15.5125,19.1,13.2,4.1,23,8034,2.86283295992034,3.67,32.54,37.88,NA,2.04
 67 ,2011-11-22,4.03333333333333,42.2291666666667,72.4791666666667,NA,42.8333333333333,16.4541666666667,17.4,14.6,0.2,21,8630,2.43337195828505,38.67,42.75,101.58,NA,4.04
 68 ,2011-11-23,2.56875,285.395833333333,72.4166666666667,NA,111.520833333333,14.7125,20.6,10.4,0,10,5051,1.97980597901406,60.21,47.38,139.12,NA,5.62
 69 ,2011-11-24,2.8,261.458333333333,80.1875,NA,106.5,12.7229166666667,19.2,9.2,0,24,9958,2.41012251456116,52.04,45.29,124.29,NA,5.25
 70 ,2011-11-25,2.60625,285.958333333333,80,NA,106.520833333333,12.1916666666667,18.7,8.7,0,20,6873,2.90993743634512,15.75,30.38,53.92,NA,3.75
 71 ,2011-11-26,4.06041666666667,324.958333333333,72.7916666666667,NA,111.958333333333,11.1375,16.3,8,0,4,1588,2.51889168765743,22.38,35.29,69.33,NA,4.54
 72 ,2011-11-27,3.1375,278.166666666667,82.1875,NA,72.875,10.4708333333333,16.8,6.2,0,6,3548,1.69109357384442,51.42,49.46,128.04,NA,5.58
 73 ,2011-11-28,2.77291666666667,282.166666666667,81.0416666666667,NA,60.5,11.5291666666667,16.9,8.2,0,39,8904,4.3800539083558,46.79,52.79,124,NA,4.38
 74 ,2011-11-29,3.23125,300.604166666667,74.5833333333333,NA,95.875,12.7958333333333,19.5,9.9,0,31,10550,2.93838862559242,44.75,50.96,118.88,NA,4.54
 75 ,2011-11-30,2.91875,291.333333333333,77.6458333333333,NA,101.0625,11.2,18.2,8.1,0,16,4080,3.92156862745098,35.04,46.75,99.79,NA,4.54
 76 ,2011-12-01,2.98333333333333,286.395833333333,82.0416666666667,NA,98.125,11.2958333333333,17.2,6.7,0,31,11191,2.77008310249307,40.29,54.29,115.46,NA,4.21
 77 ,2011-12-02,3.06458333333333,317.583333333333,75.0416666666667,NA,74.75,12.7604166666667,18.3,9.4,0,18,6258,2.87631831255992,7.21,31.67,42.29,NA,3.29
 78 ,2011-12-03,3.40416666666667,325.25,69.2291666666667,NA,85.9583333333333,12.11875,14.8,10.1,0.4,4,1975,2.0253164556962,8.33,33.33,45.71,NA,2.75
 79 ,2011-12-04,2.13333333333333,306.875,71.7291666666667,NA,97.2916666666667,11.5979166666667,17.1,7.9,0,10,5886,1.69894665307509,22.88,42.96,77.5,NA,3.42
 80 ,2011-12-05,2.43333333333333,269.145833333333,74.2708333333333,NA,98,11.83125,17.3,6.7,0,28,9008,3.10834813499112,21.46,42.67,75.04,NA,3.17
 81 ,2011-12-06,2.40833333333333,301.166666666667,74.9791666666667,NA,100.0625,11.1354166666667,17.3,7.6,0,15,8245,1.81928441479685,39.54,49.12,109.29,NA,4.25
 82 ,2011-12-07,3.06458333333333,305.895833333333,71.5833333333333,NA,99.375,11.0083333333333,17.2,7.2,0,30,8648,3.46901017576318,22.38,34.83,68.79,NA,3.5
 83 ,2011-12-08,3.07291666666667,294.354166666667,77.2083333333333,NA,97.0833333333333,11.2,17.4,7.6,0,13,7536,1.72505307855626,73.96,45.5,158.25,NA,5.12
 84 ,2011-12-09,3.175,313.229166666667,80.6041666666667,NA,83.5625,9.43958333333333,13.9,6,0,15,6048,2.48015873015873,21.71,34.04,67.08,NA,4.54
 85 ,2011-12-10,3.275,319.708333333333,76.875,NA,84.0208333333333,9.70833333333333,14.9,6.6,0,2,966,2.0703933747412,15.71,30.67,54.42,NA,3.67
 86 ,2011-12-11,3.34791666666667,305.020833333333,78,NA,84.2708333333333,8.6125,15.2,5.1,0,7,3909,1.79073931951906,40.08,37.88,98.92,NA,3.83
 87 ,2011-12-12,3.12708333333333,316.8125,73.6041666666667,NA,96.9583333333333,9.80625,16.3,6.2,0,21,6695,3.13666915608663,69.62,51.38,157.71,NA,4.79
 88 ,2011-12-13,2.6375,297.875,73.6875,NA,83.4375,9.89375,17.5,5.1,0,31,12890,2.40496508921645,43.25,54.38,120.08,NA,4.33
 89 ,2011-12-14,2.78541666666667,259.270833333333,68.7291666666667,NA,77.8125,13.3625,19.5,9,0,22,7431,2.96057058269412,19.74,47.39,77.3,NA,3.17
 90 ,2011-12-15,3.72083333333333,295.208333333333,60.0833333333333,NA,83,11.5145833333333,16.2,7.9,0,17,6998,2.42926550442984,9.62,33.17,47.21,NA,2.88
 91 ,2011-12-16,5.44166666666667,270.75,53.25,NA,48.3958333333333,14.0166666666667,17.9,11.2,0,16,8596,1.86133085155886,2.83,14.04,17.79,NA,2
 92 ,2011-12-17,5.97291666666667,321.5,54.7708333333333,NA,98.9791666666667,10.3291666666667,13.8,7.7,0,1,228,4.3859649122807,10.58,29.67,45.42,NA,2.58
 93 ,2011-12-18,3.59166666666667,317.208333333333,56.2083333333333,NA,99.5208333333333,7.80416666666667,13.5,2.8,0,10,6403,1.5617679212869,61.79,67.38,161.5,NA,5.17
 94 ,2011-12-19,2.52916666666667,300.5625,62.4166666666667,NA,70.2083333333333,6.19791666666667,11.6,2,0,34,10948,3.1055900621118,46.08,59.5,129.79,NA,3.86
 95 ,2011-12-20,3.10416666666667,318.4375,70.9583333333333,NA,65.375,8.66041666666667,15.1,3.8,0,34,12210,2.78460278460278,104.27,69.91,229.05,NA,4.09
 96 ,2011-12-21,2.5,299.395833333333,79.6875,NA,51.75,9.49583333333333,15.8,5.8,0,19,6345,2.99448384554768,41.58,46.71,110,NA,2.21
 97 ,2011-12-22,3.875,314.020833333333,67.1875,NA,89.2916666666667,13.2833333333333,18.2,7.7,0,6,2491,2.40867121637896,19.71,37.57,63.36,NA,1.38
 98 ,2011-12-23,4.36458333333333,321.75,69.9791666666667,NA,96.6666666666667,10.9729166666667,16.2,8.3,0,27,8785,3.07342060330108,11.25,32.08,48.75,NA,1.33
 99 ,2011-12-24,3.775,322.104166666667,71.0208333333333,NA,79.9583333333333,9.7,15.5,5.4,0,19,8401,2.261635519581,15.71,31.58,55.29,NA,1.54
 100 ,2011-12-25,3.6,319.020833333333,64.5416666666667,NA,99.4166666666667,7.86041666666667,14.4,4.5,0,2,1108,1.80505415162455,29.17,43.88,88.17,NA,2.21
 101 ,2011-12-26,3.15625,282.9375,70.7291666666667,NA,95.7916666666667,6.45416666666667,13.9,2.7,0,8,4126,1.93892389723703,30.79,52.08,98.62,NA,2.67
 102 ,2011-12-27,3.92916666666667,245.208333333333,64.7708333333333,NA,72.9375,8.63958333333333,16.3,3.9,0,14,2994,4.67601870407482,35.79,57.54,111.96,NA,2.67
 103 ,2011-12-28,3.19375,304.166666666667,67.1875,NA,98.5833333333333,7.875,16,3.4,0,18,7101,2.53485424588086,24.83,51.08,88.67,NA,2.67
 104 ,2011-12-29,3.11041666666667,310.541666666667,62.5208333333333,NA,88.8541666666667,8.34791666666666,15,4.3,0,14,2543,5.505308690523,14.92,42.75,65,NA,1.96
 105 ,2011-12-30,3.9375,311.291666666667,55.7916666666667,NA,97.9166666666667,9.85625,15.6,1.5,0,17,5379,3.16043874326083,6.83,30.08,40.21,NA,1.29
 106 ,2011-12-31,3.03541666666667,292.479166666667,65.5208333333333,NA,99.3333333333333,11.6708333333333,16.8,8,0,2,1510,1.32450331125828,8.96,26.21,39.75,NA,1.25
 107 ,2012-01-01,3.41041666666667,298.729166666667,75.0208333333333,NA,97.3541666666667,11.70625,17.1,8,0,6,2625,2.28571428571429,13.17,38.62,58.21,NA,1.38
 108 ,2012-01-02,3.34583333333333,304.5,60.1875,NA,92.8541666666667,12.2708333333333,17.8,6.8,0.1,41,12684,3.2324187953327,37.46,50.88,107.96,NA,2.54
 109 ,2012-01-03,2.95625,289.333333333333,66.9375,NA,94.25,9.24791666666667,15.1,5.2,0,20,7311,2.73560388455752,52.46,56.33,136.08,NA,4.42
 110 ,2012-01-04,3.15416666666667,265.354166666667,75.9166666666667,NA,88.8541666666667,8.92708333333333,16.6,4.7,0,22,10356,2.12437234453457,28.5,49.45,92.95,NA,3.1
 111 ,2012-01-05,4.01666666666667,313.3125,57.1875,NA,20.2916666666667,11.69375,16.3,7.5,0,13,6902,1.88351202549986,10.29,25.62,41.04,NA,1.33
 112 ,2012-01-06,2.36666666666667,242.4375,71.0208333333333,NA,84.0416666666667,11.7541666666667,16.3,5.5,0,5,3818,1.30958617077004,23.92,40.04,76.17,NA,3.42
 113 ,2012-01-07,2.82708333333333,299.666666666667,69.6875,NA,102.895833333333,8.11875,14.7,3.6,0,5,4363,1.14600045840018,10.88,28.75,45.21,NA,2.5
 114 ,2012-01-08,3.68958333333333,314.25,72.2083333333333,NA,102.104166666667,8.46666666666667,13.8,5.1,0,9,5301,1.69779286926995,29.04,38.17,82.25,NA,3.33
 115 ,2012-01-09,3.6625,306.604166666667,73.1875,NA,101.333333333333,9.02916666666667,14.9,5.7,0,30,12267,2.44558571777941,51.67,45.46,124.04,NA,4.71
 116 ,2012-01-10,3.56458333333333,290.020833333333,79.3541666666667,NA,100.520833333333,7.4125,14.4,3.5,0,11,6847,1.6065430115379,84.04,54.33,182.58,NA,6.71
 117 ,2012-01-11,2.79583333333333,290.666666666667,80.5625,NA,86.1666666666667,7.33125,14.7,3.8,0,21,8382,2.50536864710093,65.83,50.83,151.04,NA,6
 118 ,2012-01-12,3.43333333333333,296.270833333333,82.4375,NA,93.1041666666667,7.36875,14.6,3.8,0,15,6902,2.17328310634599,25,40.08,77.92,NA,4.25
 119 ,2012-01-13,4.81875,321.833333333333,65.2916666666667,NA,108.1875,6.64791666666666,13.4,3.2,0,11,4032,2.7281746031746,20.58,30.83,61.88,NA,3.38
 120 ,2012-01-14,4.30208333333333,302.375,70.375,NA,86.5833333333333,6.06041666666667,13,2.1,0,11,5118,2.14927706135209,20.75,35.58,67,NA,4.33
 121 ,2012-01-15,2.8125,273.416666666667,75.75,NA,94.1458333333333,7.66041666666667,12.5,4.7,0,13,8709,1.49270869215754,33.96,42.54,94.17,NA,3.67
 122 ,2012-01-16,3.71458333333333,157.729166666667,75.9166666666667,NA,52.7708333333333,8.75833333333333,12,3.7,0.4,23,10218,2.25092973184576,35.5,50.75,104.83,NA,3.12
 123 ,2012-01-17,2.96875,162.4375,74.7083333333333,NA,103.979166666667,10.5979166666667,14.5,6.2,0.1,16,3969,4.03124212648022,54.67,49.5,132.75,NA,4.67
 124 ,2012-01-18,3.01875,295.8125,77.0208333333333,NA,109.979166666667,7.41875,14,4.1,0,23,10065,2.28514654744163,41.46,44.12,107.17,NA,5.33
 125 ,2012-01-19,3.48541666666667,295.729166666667,72.9375,NA,106.229166666667,8.03958333333333,14.8,2.5,0,18,7846,2.29416263063982,35.82,47.36,101.5,NA,3.82
 126 ,2012-01-20,3.275,301.916666666667,71.8541666666667,NA,108.333333333333,10.0145833333333,17.5,6.1,0,23,9746,2.35994254052945,22.58,38.88,73,NA,3.58
 127 ,2012-01-21,2.96875,295.5625,68.125,NA,113.333333333333,10.2916666666667,17.9,6,0,NA,NA,NA,17.88,30.5,57.71,NA,3.42
 128 ,2012-01-22,3.05625,292.541666666667,75.125,NA,117.895833333333,10.19375,17.8,6.5,0,6,2663,2.25309800976342,20.67,39.33,70.42,NA,3.88
 129 ,2012-01-23,4.01875,317.083333333333,68.6666666666667,NA,114.604166666667,11.2145833333333,17.5,6.9,0,29,10999,2.63660332757523,44.5,44.38,112.08,NA,5.58
 130 ,2012-01-24,3.11458333333333,301.229166666667,75.0833333333333,NA,113.458333333333,9.47291666666666,15.4,5.7,0,35,12694,2.75720812982511,44.12,44.04,111.21,NA,5.67
 131 ,2012-01-25,3.36041666666667,288.75,76.1666666666667,NA,121.520833333333,8.27083333333333,15.4,4.4,0,17,8006,2.12340744441669,68.58,58.17,162.67,NA,6.92
 132 ,2012-01-26,2.90625,269.333333333333,77.2291666666667,NA,109.979166666667,8.33333333333333,15.4,3.6,0,21,8274,2.53807106598985,61.21,52,145,NA,5.79
 133 ,2012-01-27,2.68541666666667,252.041666666667,77.2291666666667,NA,45.5625,9.67083333333333,13.1,6.5,0,21,7184,2.92316258351893,28.88,43.29,86.96,NA,2.96
 134 ,2012-01-28,2.0375,282.416666666667,85.1458333333333,NA,17.4166666666667,8.62083333333333,10,6.2,2.3,15,7247,2.0698219953084,21.21,34.46,66.38,NA,3.12
 135 ,2012-01-29,2.47916666666667,258.25,75.8333333333333,NA,84.0416666666667,5.78125,11,2,0,7,4568,1.53239929947461,51.83,53.54,132.5,NA,5.46
 136 ,2012-01-30,2.92291666666667,294.770833333333,60.7291666666667,NA,131.5,5.58125,11.9,0.8,0,25,7745,3.22788896061975,42.12,53.08,117.42,NA,6.38
 137 ,2012-01-31,2.98125,275.5625,57.4583333333333,NA,67.1875,6.64583333333333,12,1.7,0,36,13539,2.65898515399956,92.38,55.54,196.29,NA,6.17
 138 ,2012-02-01,3.08125,220.625,84.5208333333333,NA,12.3125,5.15208333333333,7.7,3.3,5.5,23,10038,2.29129308627217,17,42.82,68.82,NA,2
 139 ,2012-02-02,2.94166666666667,277.104166666667,80.4583333333333,NA,36.7291666666667,3.11458333333333,4.4,2,0.2,27,11449,2.35828456633767,15.25,37.54,60.5,NA,2.42
 140 ,2012-02-03,4.25208333333333,299.416666666667,53.4166666666667,NA,131.875,1.78125,5.4,-0.8,0,21,6787,3.09415058199499,8.12,26.21,38.58,NA,2.79
 141 ,2012-02-04,3.82291666666667,295.708333333333,30.9166666666667,NA,147.5,2.22083333333333,7.6,-0.9,0,4,1737,2.3028209556707,11.58,42.21,59.79,NA,3.21
 142 ,2012-02-05,2.63125,300.5,53.3333333333333,NA,56.5208333333333,2.01875,6.8,-4.3,0,9,5597,1.60800428801143,34.75,51.38,104.17,NA,4.25
 143 ,2012-02-06,2.91458333333333,260.708333333333,50.8541666666667,NA,146.8125,4.99375,13.9,-1.2,0,33,14840,2.22371967654987,21.79,47.67,80.42,NA,2.67
 144 ,2012-02-07,2.72916666666667,246.854166666667,28.7916666666667,NA,153.479166666667,5.6875,13.2,-2.2,0,32,14062,2.27563646707438,10.96,48.04,64.67,NA,4.25
 145 ,2012-02-08,3.36041666666667,321.875,28.8333333333333,NA,111.520833333333,3.52291666666667,8.6,-2.5,0,26,13097,1.98518744750706,13.62,39.62,60.08,NA,4.12
 146 ,2012-02-09,4.94375,325.4375,43.7083333333333,NA,148.604166666667,5.24791666666667,11.6,0,0,33,11297,2.92112950340798,13.04,31,50.67,NA,4.08
 147 ,2012-02-10,4.53333333333333,283.833333333333,55.0208333333333,NA,149.270833333333,6.25833333333333,11.9,2,0,19,9809,1.93699663574269,6.67,21.04,30.79,NA,3.38
 148 ,2012-02-11,4.02916666666667,241.791666666667,37.4375,NA,167.729166666667,5.16458333333333,10.6,0.3,0,2,792,2.52525252525253,8.33,28.25,40.54,NA,3.58
 149 ,2012-02-12,3.09583333333333,240.0625,53.5625,NA,152.708333333333,3.0625,7.4,-1.2,0.2,16,8969,1.78392239937563,33.12,56.71,107.04,NA,5.62
 150 ,2012-02-13,3.51458333333333,269.166666666667,49.8541666666667,NA,156.604166666667,3.4125,10.2,-2.7,0,44,14439,3.04730244476764,19.79,47,76.96,NA,4.62
 151 ,2012-02-14,2.79583333333333,265.083333333333,56.6458333333333,NA,116.854166666667,6.35833333333333,11.8,1.6,0,50,16829,2.97106185750787,28.71,50.08,93.79,NA,4.08
 152 ,2012-02-15,3.24583333333333,290.979166666667,55.7708333333333,NA,164.958333333333,7.72708333333333,15.9,0,0,37,17560,2.10706150341686,35.12,55.5,109.04,NA,5.38
 153 ,2012-02-16,3.27291666666667,257.583333333333,60.625,NA,165.729166666667,9.125,15.9,1.7,0,35,18097,1.93402221362657,33.58,52.42,103.25,NA,4.29
 154 ,2012-02-17,2.63333333333333,269.729166666667,72.0625,NA,104.645833333333,8.975,13.7,5.6,0,27,9712,2.78006589785832,24.96,39.71,77.5,NA,5.5
